OE_Response,Junk 
worth money,no
good product alwaysamazon always known product quality delivery,no
best,no
good battery life phone slightly heavy use spigen cover becomes heavy handle,no
awesome product,no
xr one best phone apple segment working like computer easy use awesome look camera picture quality perfect,no
excellent,no
super phone got product k,no
worst phone ever,no
best mobile ever go blind buy best mobile ever,no
worst product ever regret buying itno one even replied customer care service center really worst experience ever,no
face recognition mind blowing battery life good plus point happy product month use,no
economical price amazon,no
long battery backup smooth inteface awesome camera u use feature upper model apple phone,no
apple xr awesome best thing phone battery cherry top superfast io,no
chip still rocking apple make fabulous smartphones,no
guy buy r worth,no
amazing product,no
phone like device love u amazon got,no
nice cashback offer amazonim happy product buy amazon,no
great device regret taken gb model,no
superb,no
good product hanging problem,no
perfect phone price battery camera best thing phone,no
nice one,no
mobile defected side corner defective phone assembled properly want replace defective piece,no
happy purchasegood package feature face unlock work best take less sec unlock loved,no
charger adapter damaged within one month usei disappointed didnt expected kind product,no
overall good worth money aspect,no
perfect thing match desire,no
performance good please replace item,no
product good didnt get bill yet,no
nice product bought friend excellent performance battery camera,no
nothing say device device review pro con please refer google search,no
excellent price segment android closer xreven one plus asus rog,no
amazon far better competition like flipkart got original product even checked apple care,no
purchased k colour side excellent choice,no
amazing phone quality superb,no
display lcd quality cannot compared x x,no
awesome,no
delivery fast phone really good really good camera battery life,no
expected,no
android user since dont like apple device buying xr love device,no
looking,no
first battery life good,no
fantastic performance,no
dream phone best phone,no
doesnt finger print sensor face id work well good phone great battery life great battery,no
better buying device x,no
phone xr amazon delivery time genuine product,no
good product,no
good product usual apple phone rock,no
robust long battery life device trust also waterproof checked,no
nice,no
good phone k,no
awesome product apple fast delivery amazon,no
overall super little little problem,no
good product,no
best quality,no
great mobile,no
overall good,no
bought phone used week worth product lovely upgrade device,no
excellent product ease use good feature io reliability,no
product delivery good expecting much safer ok,no
great display great camera natural light avg performance low light amazing battery life amazing look,no
good phone,no
great,no
xr good phone,no
good less weight,no
device mean device first time switch device experiencei bought xr go,no
unnecessarily visit apple service center multiple time delivered faulty product,no
apple xr best budget device,no
good device price,no
good phone apple expectation fulfilled,no
awesome phone,no
got awesome,no
like,no
phone xr one best buy price cut excellent battery backup camera amazing,no
good n apt name device,no
first device moved op device xr best ever experience,no
nice,no
notch bit distraction watching video full screen grows something day use,no
regret buy launch device price,no
awesome battery life user interface also good eye catching look,no
battery life superb,no
best device,no
goo nothing better another mombile price device xr give ausome felling,no
best phone apple ever produced,no
u talk review need review device grab,no
best product im using device grate value money need improvement connection quality,no
best gaming,no
got k u confused better u go excellent price segment,no
good,no
awesome mobile k camera excellent performance also first time apple u get long battery life,no
amazing performance superb battery life camera outstanding,no
nice phone,no
ist best device bought ever,no
say apple dont give feature taking much money,no
face id many feature found android phone excellent one get used love every feature,no
nicelike,no
good,no
excellent performance,no
even though lcd display bit others easily,no
lcd display brightness setting maximum view sunlight,no
excellent purchased amazon prime day july th rupee,no
phone mobile comparisonbest gift husband nice packing,no
good one,no
worthym disappointed,no
dream mobile,no
batter life good comparatively iphones,no
superb phone,no
super missing device xr red gb,no
love phone,no
fingerprint us face id dual camera better potrait mode one plus pro battery life intermediate,no
speaker strange sound shall request full refundhave lost faith amazonplease connect urgently,no
good,no
awesome good camera strong battery long last day,no
nice phone,no
awesome mobile good battery life speed face recognition speed thought purchase,no
amazing thing xr battery life,no
good,no
good,no
nice device,no
working good,no
every feature goodsixe screen largebattery life hrsvery much satified phone xrvalue price,no
good,no
received defective device quality standard maintained shame happened device,no
bought device xr october amazon headset working consult replacement,no
amazing product,no
nice phone value money,no
perfect,no
duplicate charger imposed upon,no
good phone,no
good graphic camera quality,no
nice phone good battery life user friendly interface minus point fingerprint sensor,no
great product got amazon indian festival season,no
good product,no
excellent device model,no
good battery life,no
device device used android like look feel io way better,no
excellent performance fantastic phone,no
best phone,no
phone decentif get k make sense worth much,no
got k salegood work amazongenuine product fast delivery,no
best buy ever,no
battery life good,no
good value money expensive worth earlier using device great upgrade,no
nice phone apple big screen good battery top dual sim,no
like,no
nice phone white colour sophisticated look premium,no
amazing product camera good cant use fingerprint reader,no
value money highly recommended price range,no
battery life amazing phone pretty awesome,no
got r k,no
thats amazing device price,no
phone awesome quite happy amazon,no
product awesome feeling enthusiasm xr,no
apple phone need strive review amazing small machine,no
good response time face unlock excellent camera decent battery life,no
nothing dislike got thing company made,no
excellent,no
awesome camerathe weak point got upset weight phoneapart everything look mesmerising,no
awesome,no
voice coming need exchange,no
face id work well awesome product,no
hi phone good usb cable didnt work start kindly sent new usb cable bcoz cant use phone,no
amazed speed camera quality apple never disappoints,no
apple always best segment,no
always best product apple best,no
best device broke device record worth k without doubt,no
sayjust wow,no
excellent phone,no
amazing phone,no
mobile completely worrest signal issue iam using airtel sim signal receiving problem please solve problem,no
disappointmentnever purchase device herethey defectivein case one speaker workingsuch shame,no
simply beast least,no
good,no
battery back told,no
amazing experience limitation little bit heavy thick face id fast good sound quality,no
worth buying,no
smooth comfortable,no
good looki see performanceat present annoyed ringtonealso file transfer though shareit app work,no
great purchasethank amazon,no
good,no
device short battery life compared android,no
good phone excellent battery life picture taken crisp clear run smooth io,no
good device use till today,no
amazing choice,no
good product told beast price range excellent graphic gaming,no
one month phone switch ing,no
good experience device xr,no
feature phone good please send phone bill emailrajendrasinghbaghelrocketmailcom,no
,no
nice phone,no
gonna compare anything else great phone fit budget,no
one word superb,no
love phone,no
love,no
hi good module butcher,no
amazing phone got got surprising offer k,no
nice phone device series value money,no
super,no
excellent,no
superb,no
really awesome rich royal quality life,no
awesome experience,no
average product apple better product compare samsung similar version,no
apple product compromise build quality performance design etc best product ever purchased,no
got charger defected would recommend buy store online touch also good,no
good battery,no
apple apple,no
suparb,no
delivered time,no
good heavy phone camera still need improvement,no
work like magic,no
amazing product received product one day red color amazing camera could better look good,no
getting lagged,no
doubt best battery ever last day sometimes next day also,no
classy phone,no
phone suprb working however earphone damaged peice right side working,no
value money,no
great packaging amazing delivery amazing phone loved entire process,no
awesome phone nice handling little bulky perfect trend,no
nice performance need concern regarding face recognition battery life upcoming model,no
month since using phone dont find thing missing required best phone,no
k best device deal ever,no
defective piece worst service,no
device say,no
awesome phone smooth lil bit complicated like ex rest fine actually fine,no
awesome mobilein offer price thanks amazon,no
awesome,no
best phone nice display superb camera battery issue little bit awesome mobile,no
good,no
good one,no
fantastic phone first time apple user hardware outstanding really liking exp device xr,no
excellent value money,no
black beauty,no
original product famous battery life low budget device obviously,no
device xr best mobile phone phone thanku much apple company give phone people,no
good display processor value money,no
amazon unable help good brand company amazon helplesssssssssss,no
much option camera audio quality could better,no
awesome phonevery nice colour,no
good,no
would six star battery would given star,no
amazing product amazing price,no
overall ok camera,no
best device till date longest battery life amazing camera quality product red absolutely gorgeous love love love,no
faster face id recognition super camera quality working good,no
love device xr,no
good,no
superb,no
nice,no
product good condition,no
superb product descent amount battery life awesome speed performance speechless,no
awesome fully satisfied overall performance phone xr thnx amazon delivery time,no
foor poor,no
amazing,no
great phone,no
fingerprint reader,no
device xr great feeling good battery life quality product budget range finally wow,no
battery life good,no
loving,no
awesome product buy,no
battery capacity good sufficient day,no
issue,no
great product,no
best apple fone better battery life fully satisfied,no
budget go without doubtsbest budget device ever,no
dolby vision hdrsupport viewing youtube video,no
amazing io experience,no
camera quality good although phone seems work comparatively slow model device,no
comparison device android device op performance gaming full satisfied,no
excellent phoneone best battery back ups till dont know abt device loving,no
camera quality good name enough dace recognition much faster battery giving,no
like device xr genuine apple product one year apple warrenty,no
perfect phone great price,no
overall good,no
good,no
make delivery faster,no
quality mean apple,no
best phone,no
bawall phone h bhai,no
overall great product precious buy,no
apple apple,no
got k superb deal,no
nice fully satisfied discount got,no
got phone worth price great discount offer feature worth price thank u amazon,no
worst phone another android phone time better xr supporting net sometimes hang dont bye,no
fingerprint reader face unlock much better camera quality ok battery life much better,no
thanks good expirence little hasitate order amazon took three day every thing good,no
good phone little heavy dependable,no
received original device xr grabbed huge discount,no
doesnt recognise face properly battery life good camera also good,no
battery life far better device,no
nice product must buy,no
best phone rangecamera goodbut liked battery backup quite amazing,no
little large hand eye catching full quality feature power user make,no
good right value,no
product service amazing,no
awesome movie day battery life photo experience good nice product,no
good product,no
great phone,no
apple latest phone price good,no
good,no
awsome phone great price deal amzon deliverd day,no
good product camera good battery ok,no
great phone worth use,no
quality camera good best device best device use,no
good choice good price,no
there amoled view everything else top class,no
device xr really good buy budget apple fan,no
android user year io new smooth experience worth buying xr,no
charger working,no
day battery life,no
wonderful product apple,no
touch screen isnt sensitive,no
one word amazon best online shopping device xr great product apple,no
good product,no
every thing okbut camera excepted level,no
device xr blue awesome phone camera display clarity speed browsing apps go,no
gud,no
na,no
owsm dont play game mobileif u play ur battery life going bad,no
good reasonable purchase worth opting,no
battery life insane go two day stretch without charging,no
dont purchase,no
good phone worth love,no
loved however buy one price last one,no
facing issue phone,no
good one,no
like camera quality,no
awesome product apple provided amazon serviece also good,no
nice mobile look awesome hand,no
excellent,no
best battery life,no
awesome battery despite ppi brilliant display,no
good buy,no
good package overall,no
good phone good quality camera good battery life happy phone,no
ok,no
loved product device naam hi kaafi hai,no
best hai,no
else tell wonderful phone always apple phone awesome,no
st mobile device becoz battery good,no
dont buy product,no
beauty best delivered within hr amazon,no
camera,no
perfect per description,no
gud one disappointed one sim,no
value money device right point going device small upgrade,no
phone working properly satisfy cheating done seller amazon supporting,no
instead spending lakh little extra feature rarely use perfect alternative,no
nice phone price,no
worth buy,no
like everything,no
worst phone ever buy apple disclaimed repair warranty also,no
perfect work flawless butter smooth switched io feeling great,no
may better x,no
excellent phone,no
battery life line low net connectivity selfie camera good,no
good phone sign icon let know alarm set,no
speed feature battery life good,no
super qulity,no
awesome thanks apple,no
nice device,no
well lot money fair probably cheapest get new device,no
sooperb mobile battery camera face id awesome,no
apple brand enough elegant design excellent software,no
nice device xr value money,no
dont believe apple making type phoneexcellent phone super looking great performance,no
phone sum,no
got best deal amazon prime fest,no
good cant import contact xiaomi cloud,no
got good offer product expected work perfectly fine,no
,no
best classy look colour pretty good,no
perfect,no
good feature,no
phone got delivered today opened little scratch phone already,no
product expected,no
great phone great deal amazon thanks everything good,no
happy purchase,no
really amazing doesnot fingerprint reader actually facd id reader work superbly,no
good product happy purchase,no
good one,no
worth money,no
grt product,no
come proper sealed box ill also checked serial number apple website,no
great product,no
fingerprint,no
looseless phone,no
smooth complaint delivered less hour,no
upgraded iphoneplus xrwith good price,no
great price super delivery device happy,no
best device price got sale totally worth,no
user interface battery life decent,no
totally great deal received product time good package great deal,no
nice weighty feeling good,no
nice phone,no
good experience using phone last one month purchase,no
good premium phone,no
good product arrived time,no
great phonegot phone delivery date,no
dear sirmadam,no
best best best battery life time iphonesthanku apple thanku amazon fast delivery,no
could thinner,no
performance camera battery well executed single device,no
excellent phone,no
best device per price,no
good value,no
best deviceand face unlock superfast,no
phone one call signal automatically dropping call cut automatically,no
good,no
,no
bought gift wife shes happy thanku,no
nice one u want apple phone,no
great value money great camera apple security feature better one plus,no
great experience device,no
ultimate phone comparison awesome sound speaker inbuilt,no
great battery life good value money dont want pay stupid money x version,no
loving,no
face reader great,no
good product device xr nice camera battery face unlocked good work,no
old,no
nice phone,no
batter life really good also long picture quality ok,no
worth buy device phone hang screen freeze good phone buy price,no
best option u want purchase brand new budget around kk,no
hreat,no
bad phone,no
excellent every way except big sometimes fit clutch purse,no
good camera quality faster delivery happy product,no
nice phone,no
honestly go phone closing eye one best device apple designed,no
beautiful mobile,no
good battery backupdevice lover,no
best,no
name enough apple,no
good,no
bought r device xr price steal deal,no
super,no
great always like apple,no
face id good many attractive feature like ring volume diminishes seeing screen,no
excellent phone except fingerprint reader price good,no
need say something best device ever,no
calling censor working calling display continue wake believe mistake phone,no
camera quality ok,no
apple youll best,no
friend purchase mobile phone free screen replacement didnt disappointed,no
good face recognition fair camera decent battery back,no
one word wow,no
great time finally happiest moment opening parcel thank amazon,no
unbeatable price till,no
receive empty box,no
great fone,no
value money,no
excellent,no
got beast great indian sale amazon k cant express feel device price,no
nice deal really good,no
best heavy phone best buy,no
,no
always n device fan xr obvious buy,no
much good,no
great buy,no
built screen quality,no
far good phone satisfying,no
good,no
using day swiched even charge phone amazon return policy bad,no
pro,no
amazon selling defective product face id working properly unlock multiple face,no
good phone battery work near hr,no
dual sim,no
supported finger print face lock best face lock option,no
simply awesome battery life simply amazing camera quality upto best,no
good,no
nehdjsbd,no
exellent,no
perfect,no
excellent phone apple bought good deal,no
good one,no
overcoming fact iphones battery low battery incredible,no
nice product,no
suit apple lover,no
first device ever used super quality battery life amazingcamera quality also good,no
getting heat use phone long time need water proof test video link apple,no
excellent,no
sooo good,no
camera quality good,no
good product battery life good right initial period,no
nice,no
,no
good product device,no
awesome,no
best battery life device,no
battery easily last one day,no
worth every penny spent,no
felt happy giving phone gift wifeawesome experience,no
battery life descent picture quality excellentdisplay good,no
cant finf little bit lag,no
good,no
one best somewhere miss fingerprint sensor rest fine,no
face detection good,no
excellent phone,no
amazing product,no
good,no
phone device secondly thought,no
fantastic,no
best budget,no
enjoy device dual sim,no
superb,no
nice recommended everyone sir also must buy business user,no
awesome batt n jus soaid logo,no
high quality,no
amazon always fast deliver product compare others,no
adapter isnt working properly want return replace soon possible,no
product good know lcd still worth,no
camera good,no
bakwass mobile,no
smooth also camera awesome enjoying lott,no
love device need device go xr worth,no
awesome phone use slightly heavy good battery life performance,no
awesome mobile battery back superb pacakage come charger get hr full charge,no
amazing phone battery life phone simply amazing,no
best decision ever made phone best model world,no
verry good,no
superb performance cant expect anything,no
value money,no
product damage,no
totally satisfied new device im first time device user feel totally happy purchase,no
worth buying,no
great product amazing price,no
loved,no
awesome phone great camera lovely battery life,no
good phone using two sim one phone great use,no
bring apple fan best product range,no
today month phone stop work cellphone turned never turn,no
really nice model apple liked much nice battery life camera sound super,no
osm look gd camera quality loved device xr,no
great product,no
face recognition good,no
excellant,no
amazing product best quality smartphone price,no
beautiful mobile love phone xr,no
one best investment,no
good,no
device available fingerprint like camera,no
device xr really amazing wonderful phone ever camera quality blackbuster,no
product awesome first apple product,no
good,no
good,no
expectation,no
colour good battery also good last day moderate use,no
best device far good camera finally satisfied device cameramust buy product,no
wowww,no
worth buying,no
amazing user experience long youre vested user,no
nice fone perfect aspect take alot time charge,no
frequent call drop call failed exchange replacementdamaged product delivered amazon,no
battery goodsome problem difficulty arriving installing new apps,no
good,no
device xr good reasonable offer price,no
good product good camera good battery life,no
bad pretty decent camera battery life,no
value money exilent,no
product defective commitment third class customer service hopeless,no
awesome performance,no
great batterygood camera outstanding performance,no
amazing phone outstanding camera beast performance,no
damage product received kindly get replaced received thanks,no
almost good,no
amziny,no
awesome phone,no
awesome phoneexcellent battery backup,no
good,no
fingerprint available,no
better android anytime dont hate android user past year,no
go ahead budgetbest phone looking,no
excellent user experience damn good,no
awesome phone bought amazing deal,no
amazing battery life screen output,no
love phone upgrading device reason battery life work butter smooth,no
good phone camera quality nice front glass good scratch easily,no
good phone didnt make delighted anyway,no
even though display p clarity good price reduced,no
awesome phone pricegot k amazon great indian festival,no
excellent camera great experience cant go wrong device,no
really awesomebest price ever review needed bcz apple,no
awesome phone worth buying,no
let use,no
good phone good battery life bionic chip,no
well order black color come red one,no
face id bit slow sometimes,no
battery life good charging slowly,no
front speaker working first day please dont buy amazon,no
coral colour good overall mobile good personally missed fingerprint scanner,no
battery life good bionic chip super fast face recognition low light fast,no
awesome device price range,no
fingerprint reader would another useful feature,no
brought think worth buy price good camera,no
excellent product,no
camera,no
ok ok phone,no
nice phone,no
awsome phone,no
good camera quality good outlook good screen size apt,no
good,no
awesome worth buying,no
best device ever purchased online,no
great performance camera quality,no
good product,no
disappointed battery life phone,no
one good phone apple good battery really nice product apple,no
great phone,no
good purchase invoice copy received kindly provide document,no
awesome phone camera quality good best phone worth,no
exalant phone,no
great,no
awesome mobile best price,no
like camera mobile photo portrait mode less dslr camera,no
best battery back,no
battery life great overall product nice,no
less discount hdfc card holder got r discount,no
genuine product happy delivery well trustworthy seller,no
good little bit heavy,no
misbehaving,no
finger sprint,no
really awesome phone mid range please buy ruined life,no
supposed get fast charging adapter sent old model adapter,no
doesnt supreme device look good price,no
look xcellent,no
started using feel good far delivery fast,no
best device ever,no
device,no
genuine product super fast delivery,no
little weight comparatively,no
really good phone must go got gb variant discount k,no
nice product fingerprint reader mobile,no
cool new feature easy use best gaming etc,no
battery still must improved w charger must included box fast charging,no
received good packaging device working efficient complaint product,no
best battery device till date,no
excellent,no
amazing cell ph battery camera great wellthank amazon,no
good,no
nice phone price,no
thanks amazon wonderful product best price,no
thank excellent service phone,no
good,no
awesome,no
incredible battery life,no
excellent phonewow,no
best phone ever,no
value money,no
overall great phone think twice go device,no
awesome,no
good experience,no
got offer price k phone justified amount spent,no
excellent,no
everything good per promising,no
battery,no
great phone correct pricing good battery fab camera,no
good product amazon service prime member bad totally bad experience,no
average,no
gud,no
best,no
everything super awesome,no
u need phone user,no
face id superb overall good phone,no
battery life long fast phone product,no
best phone k segment battery life also good,no
liked phone available good pricesin amazon festival season,no
amazing battery life,no
exceptional phone great faceid long lasting battery life,no
superb,no
one word awesome price,no
product defective working hasdsfree properly product duplicated,no
good front camera expected,no
osm fantastic perfect perfect,no
amazing device xr,no
satisfied quality,no
thanks amazon giving great discount big billion day bought r,no
nice phone,no
shirt time price drop,no
nothing,no
battery life best even device stereo speaker amazing,no
perfect model,no
best device ever used lowest cost thanks amazon,no
great product,no
worth money,no
awesome,no
awesome heavier,no
best price,no
nothing say know device,no
good product also recommended u buy,no
amazing experience,no
value money user interface happy buying new phone,no
good phone discount purchase k bank discount,no
overall good experience happy camera result within price,no
user friendliness,no
loving,no
superb,no
excellent phone,no
master piece,no
everything good,no
increase budget k go better performance,no
best range,no
good way,no
apple always oswam,no
good,no
vhjm,no
superb battery life clear stero sound effect fantastic pic equivalent dslr camera,no
good product worth money,no
havent got bill related prodect really disappointed want original bill,no
best phone range,no
nice phone also fast deliver thank amazon,no
fingerprint reader device xr,no
nice,no
dream come true,no
product quality great though arrived day later promised,no
feature loaded phone got absolute steal price,no
nice phonei happy,no
amazon delivers best product,no
recommended,no
worth buy device xr,no
phone good issue updating device went last,no
problem device battery life device xr battery life awesome,no
best smartphone costly,no
best world mobile phone xr,no
great phone except battery feel well,no
handsome good software phone,no
fantastic phone,no
price international brand good deal camera battery awesome,no
loved,no
im new person using device completely covered need,no
better expected,no
extremely user friendly,no
like photography work,no
nice product,no
phone good packaging warped bubble wrapper,no
great product apple always lot soft delivery amazon,no
everything great phone complaint,no
using device first time give good feel,no
everything perfect include bokeh mode object,no
good security feature good android smart phone,no
amazing device long battery life also camera quality cool,no
awesome phoneadvanced face recognition even dark roomtotally worth,no
always awesome,no
phone given year warranty free screen replacement,no
gooddurable full value money,no
ok,no
like,no
good,no
super camera,no
wonderful mobile really u want buy,no
wonderful,no
good mobile,no
device xr gr,no
another waao product apple,no
great camera quality,no
top notch devicejust powered everything battery backup unbelievable,no
best,no
nice,no
nice phone,no
display lacuna per expectation,no
gr experience xr,no
worst product,no
usual amazing performance one problem battery issue,no
great phone got k bad gb thank amazon,no
finger print reader,no
working iron boxit meet expectation,no
nice phone got ever lowest price gb thank u amazon,no
value money,no
face recognition fingerprint sensor,no
want mobile bill e mail id,no
nice phone good deal amazon,no
question,no
one best,no
amazing going back apple year great phone,no
worth every penny,no
phone performance battery life camera quality assessment,no
need good focus camera rest perfect,no
complain product considered battery life,no
smilpy ossum,no
good gifted husband n really loved product amazing,no
fantastic,no
awesome device youll,no
weight rather everything good,no
love product,no
amazing battery life fluid interface,no
nice phone battery life superb camera also excellent,no
high performance great job amazon,no
bought device charger working first day,no
awesome phone got great price amazon diwali sale,no
best product offer delivered amazon,no
fingerprint reader phone cant give,no
super good model device got r diwali sale,no
amazing phone supplied right time retailer star phone,no
awsome seller awsome price awsome product,no
nice phonegood battery lifebest camera quality,no
defective product received,no
one best phone available market,no
phone best ever device ever used sleak also look premium,no
love phone awesome totally love,no
awesome,no
got dream phone real life management,no
genuine apple product timely delivered,no
make screeechy noise full noise otherwise phone good,no
damn good phone compared iphones,no
updating o battery draining fast rest ok,no
new phone ordered doesnt start dissapointed,no
good buy,no
genuine product many problem especially hanging problem,no
got k value money smooth experience camera amazing go,no
voice problem,no
overall good,no
good phone good look,no
good phone,no
like function xr specially battery ad camera full money budget,no
wawww one gud tanx amzon,no
brand new phone work received checking done,no
thank amazonthank apple,no
excellent loving,no
got amazing deal extremely happy product,no
good phone bought offer quite happy day use,no
got delivered time really liked phone,no
best,no
ipxr powerful battery overall nice product thank amazon,no
awesome device end day device,no
amazing phone apple work,no
nice phone,no
first love steve job great,no
best phone ive ever camera amazing screen clarity superb,no
good product,no
apple need invent new design,no
class product defines apple best among counterpart,no
genuine product worth buy amazon decent price brand,no
till date best battery life device,no
nice,no
month experience best phone ever sometime heated,no
slight heating issue always heat bit,no
switched android io great phoneloved,no
best reliable every aspect,no
good,no
good,no
best battery life device history everything else superb always,no
superb phone superb featuresnothing beat apple term quality,no
super smooth phone excellent performance,no
phono superb ofcourse original,no
good,no
thank,no
nice phone,no
loved,no
poor mobile android mobile,no
good phone,no
good,no
word term delivery quality,no
good smartphone device,no
great phone ever,no
value money,no
good offer amazon competitive price,no
product awesome,no
awesome phone camera battery superb,no
super performance,no
nice phone dual simdigital sim,no
awesome productvalue moneygot additional sbi card discount amazon,no
right high satisfactory,no
product value worth moneybattery life goodcamera awesome,no
fingerprint reader good excellent upgrade,no
nice,no
color good,no
device good battery life,no
connector missing box,no
well want keep short simple review device xr one word amazing,no
loving really wonderful phone,no
value moneyamazing experience,no
good phone,no
moving android device face id really really good,no
nice phone using last month issue esim working fine,no
good phone slomo camera good camera feature good,no
apple guinine product received working betterthank u amazon,no
amazing photo,no
easily customizable,no
love phone taken great decision buying device xrloved,no
good smart phone battery life satisfied compared price,no
phone good camera quality battery life processor excellent,no
good camera fast processor battery life could better,no
feature good camera really great battery life good,no
first device feeling sooooo goodand happy,no
thankyou much amazon new phone discounted price,no
excellent,no
marble piece,no
dude apple,no
every thing fine n expected,no
overall good expensive,no
best phone useing gameing normal use,no
nice one,no
phone absolutely good,no
super respect,no
genuine producthassle free exchangedelivered promised date,no
good one,no
great product great price,no
battery performance mark,no
loved product nice service amazon appreciation,no
nice functioning overall,no
fingerprint reader,no
recommend anyone buy product worth money,no
one best phone good battery life best camera quality,no
delivered good speed good discount price,no
fine,no
first time device user impressive best beast pixel,no
extraordinary performance small attraction coral colour,no
best ever device used got,no
camera good,no
one best phone xr,no
awesome,no
awesome,no
super b,no
awesome,no
mark,no
love phone,no
awesome,no
awesome,no
great battery life camera,no
good experience,no
speed processor camera quality,no
fingaraprint missing,no
camera good device x,no
except camera network quality hardware good,no
tagline designed apple california say,no
one best smartphone available rupee,no
amazing phone awesome battery backup must go,no
best phone range battery life awesome camera awesome,no
beast phone need look ram n battery go,no
excellent processor performance battery back good display,no
simply amazing apple brand meant quality innovation,no
got device yesterday place dent also network ringtone problem,no
battery life awesome overall phone good,no
great battery life work hour,no
good phone using dual sim still problem,no
front camera good clear phone weight light,no
perfect phone camera could slightly improved otherwise perfect,no
face recognition accurate camera also wonderful quality,no
battery good picture quality normal according expectation,no
excellent mobile worth every single rupee must buy gadget lover,no
fingerprint reader nice phone,no
better flagship android phone,no
great phone middle range,no
superb adapter working may replaced,no
good product,no
wow best one,no
good value money compared device model,no
good product nice use phone speed working well,no
like bash totally satisfied phone service,no
battery life good compare previous device device,no
good product,no
great deal price,no
everything perfect,no
good choice begin want try io instead android,no
best camera apps best phone price got r,no
product awesome blind faith amazon thks amazon,no
okay,no
awesome apple lover go,no
thankyou amazon selling product great price,no
need explain go,no
classy product,no
good product,no
device really device,no
face reader good,no
camera good,no
loving core,no
good product reasonable price,no
nice device,no
beautiful battery life goodcamera ultimately,no
heavythere fingerprint readerbattery life good,no
got k sale much love red,no
great battery life go day half camera amazing,no
good really got good price also,no
good,no
satisfactory,no
amazing phone,no
worst product,no
feeling great use deviceas camera quality really excellent,no
nice everything id perfect didnt received bill,no
good performance great deal amazon,no
comment simply superb without doubt,no
go new apple lover best best,no
everything liked,no
nice,no
price point best one get apple product,no
,no
excellent product,no
loved itbut face recognition slow,no
time delivery amazing phone,no
excellent phone fast delivery,no
best battery backup till iphones used,no
great phone bulky powerful,no
little heavy big otherwise value money,no
great phone great feature love,no
good phone,no
go,no
headphone jack missing box,no
perfect stuff,no
phone good,no
buy oneplus pro good expensive compared price,no
perfect packing far problem,no
doubt apple,no
great product bought sale time good price,no
excellent,no
anyway device always good,no
great phone bit costly still device worth buying,no
touch system within three week bought item,no
amazing performance,no
awesome performance best battery among iphones slightly bulky case,no
battery life sufficient day faster charger supplied,no
satisfied really good deal,no
feel battery get drained fast also little bulky,no
feel battery get drained fast also little bulky,no
good,no
nice experience,no
battery best,no
nice,no
ok,no
good phone,no
good negative,no
good product good delivery amazon first apple phone,no
say simply super,no
value money,no
battery good,no
everything need right,no
worthy,no
phone performance really excellent really value money,no
thanks amazon genuine device xr,no
super experience android,no
happy,no
awesome product comparing one plus,no
apple xr gb value money product apple,no
fingerprint reader supported feature good,no
hi,no
best,no
first device great battery life good camera great performance,no
thanks amazon product love xr wow amazing phone,no
face recognition strong,no
good mobile overall good performance,no
thanks amazing price phone,no
theta big problem ringtones,no
apple apple another thing xr battery life good,no
excellent quality,no
gud phone,no
good,no
like camera display,no
nice phone valuable,no
perfect phone spend money,no
best phone super battery life super camera,no
camera quality battery performance good,no
excellent phone excellent camera good gaming experience,no
superb phone nothing worried display simply go,no
nice product,no
highly recommended top performance low price,no
calling unsaved number allowed secondary number,no
really good product battery good,no
hate notch thats,no
finger print reader working good camera quality also good,no
totally amazing good battery life good camera good speaker,no
gud phone better gud upgrade itbattery life awesome,no
mind blowing feature operating system excellent battery backup,no
entirely different android user battery life good,no
battery life good,no
great product quality ecosystem apple stable product,no
genuine product,no
amazing product came good condition fast delivery,no
good,no
screen body ratio,no
awesome phone,no
loved,no
nothing say perfect one,no
fabulous product excellent,no
nice yellow color well received accessory,no
build quality avarage camera good battery good,no
nice device best gaming amazon price wery good,no
superb,no
thanks,no
superb,no
awsome,no
great phone kind heavy apple mobile,no
battery life beat economy phone apple,no
best value money device buy,no
everything awesone using month problem fantastic,no
apple fanboy love phone,no
fingerprint reader face unlock excellent,no
best buy device xr gb,no
awesome phone liked much,no
first apple buy glad,no
liked feature,no
love,no
got device good condition happy,no
super mobile,no
good product,no
happy use,no
awesome product total paisa basool,no
,no
awesome phone,no
since three week feeling really good,no
excellent mobile go,no
happy buy plus,no
one good product apple,no
love battery life,no
excellent product thats apple costly worth,no
super,no
build quality goodbut side big handle single handed,no
great quality superb performance,no
device detecting headphone within week buying,no
nice product camera quality awesome phone,no
excellent product satisfied,no
nice product great apple product,no
smooth battery drain faster tho,no
awesome phone great feature,no
delivery issue everything phonecamerabattery,no
voice clear call,no
camera quality,no
good,no
great phone,no
best mobile,no
nice phone go offer period,no
device xr good amazon cashback cheating,no
good battery life dual sim support esim,no
best phone ever used,no
kool,no
good,no
good,no
nice,no
good,no
great build quality expected apple light rigid,no
battery get exotic also touch working properly,no
everything working prefect need bill copy seller,no
nice phone every think good mobile,no
experience would awesome try,no
excellent,no
superb battery life,no
nice battery backup,no
osm,no
overall good phone lower rate,no
faster full day battery life,no
nice phone amazing price great indian festival sale,no
best phone ever,no
phone value money,no
good product excellent battery life,no
liked product using,no
battery good compared device plus,no
amazing phone fast battery life also good,no
nice product seal open stuff,no
good expectation,no
feature good qaulitysuch like phone xr,no
everything working fine one easily purchase blindly,no
good product must buy,no
get defectives phone never buy online phone,no
awesome phone delivery late,no
good battery life fast face unlocking,no
